rho,rho_idx,sampling_mode,nps_intercept,topic_aware,discipline,n_agents,sla_hours,replication,avg_queue_length,avg_waiting_time_days,avg_capacity_utilisation,percent_cases_closed,avg_individual_nps,organisation_nps,total_cases_arrived,total_cases_closed,avg_case_resolution_time_days,percent_cases_closed_last_335,predicted_nps_variance
0.0,0,hard,10.22,False,LRTF,6,None,48,42.92876712328767,56.47844726461685,0.9726027397260274,0.9259259259259259,7.846363636363637,18.272727272727273,1188,1100,10.524128705464268,0.9217081850533808,0.0018980406574111634
0.0,0,hard,10.22,False,LRTF,6,None,57,16.45205479452055,13.769393980571698,0.9118721461187214,0.9802513464991023,7.9001831501831505,21.153846153846157,1114,1092,7.08202247815713,0.979047619047619,0.0017776916428323055
0.0,0,hard,10.22,False,LRTF,6,None,24,126.41917808219178,65.23624380104967,0.9913242009132419,0.7875734676742233,7.872068230277185,20.362473347547976,1191,938,10.684315216038145,0.7728904847396768,0.0019969934796704863
0.0,0,hard,10.22,False,LRTF,6,None,41,67.16986301369863,50.44463501117744,0.9662100456621006,0.8830255057167986,7.899402390438247,21.31474103585657,1137,1004,10.036285033763436,0.875234521575985,0.0018859181251418469
0.0,0,hard,10.22,False,LRTF,6,None,30,119.76164383561644,64.56078936731443,0.9908675799086758,0.7912621359223301,7.90081799591002,20.040899795501023,1236,978,9.640244845515886,0.7772020725388601,0.002004914415361915
0.0,0,hard,10.22,False,LRTF,6,None,65,3.0054794520547947,1.18804257059519,0.7995433789954339,0.9937777777777778,7.916815742397138,22.003577817531305,1125,1118,2.5332106598341753,0.9933078393881453,0.001842682571399204
0.0,0,hard,10.22,False,LRTF,6,None,64,10.693150684931506,5.372529804983549,0.8406392694063928,0.9939655172413793,7.939288811795317,21.942758022549867,1160,1153,4.958506380759257,0.9936247723132969,0.0019323983028191156
0.0,0,hard,10.22,False,LRTF,6,None,66,2.361643835616438,0.8800933023952867,0.8136986301369863,0.9859287054409006,7.879162702188392,21.21788772597526,1066,1051,2.484869078007844,0.9847094801223242,0.0018386923839804822
0.0,0,hard,10.22,False,LRTF,6,None,67,7.5917808219178085,4.102701982655348,0.8730593607305936,0.96845694799659,7.911091549295775,20.510563380281692,1173,1136,3.6069691029793507,0.9660550458715597,0.0018930943120985576
0.0,0,hard,10.22,False,LRTF,6,None,63,31.13150684931507,35.211952202969556,0.9757990867579908,0.9619205298013245,7.978485370051635,24.95697074010327,1208,1162,10.634993592448792,0.9594356261022927,0.0020129428843678153
0.0,0,hard,10.22,False,LRTF,6,None,69,5.008219178082192,3.7034683868818745,0.8452054794520548,0.983177570093458,7.907794676806084,22.3384030418251,1070,1052,3.3350158840725634,0.982089552238806,0.002034942000778992
0.0,0,hard,10.22,False,LRTF,6,None,49,71.55890410958904,55.08154643064318,0.9849315068493151,0.8579088471849866,7.844791666666667,19.47916666666667,1119,960,11.524439190937551,0.8484270734032412,0.0019107527752490199
0.0,0,hard,10.22,False,LRTF,6,None,54,58.276712328767125,60.35701498429529,0.9730593607305935,0.9112825458052073,7.809523809523809,19.365079365079364,1037,945,11.002928261130878,0.9056410256410257,0.001944198787971583
0.0,0,hard,10.22,False,LRTF,6,None,39,102.32602739726028,66.47916539779735,0.9794520547945206,0.8543273350471294,7.819458375125376,19.05717151454363,1167,997,13.789696110572521,0.8444647758462946,0.0019427530009984203
0.0,0,hard,10.22,False,LRTF,6,None,62,48.97260273972603,47.77215359624881,0.9853881278538813,0.9090098126672613,7.865554465161924,20.902845927379786,1121,1019,8.593303152676164,0.9021113243761996,0.0020665052016837757
0.0,0,hard,10.22,False,LRTF,6,None,68,23.156164383561645,31.422522693480165,0.9634703196347031,0.9472817133443163,7.822608695652174,17.043478260869566,1214,1150,6.605591493458889,0.9435127978817299,0.0019473418574469422
0.0,0,hard,10.22,False,LRTF,6,None,70,23.487671232876714,19.501327619781687,0.9940639269406394,0.9226519337016574,7.832335329341317,19.760479041916167,1086,1002,7.506885927708735,0.9158316633266533,0.0017527822234935366
0.0,0,hard,10.22,False,LRTF,6,None,76,9.09041095890411,6.228380289953197,0.8488584474885846,0.9901880621422731,8.0,25.103220478943015,1223,1211,4.257612094177541,0.9895379250217959,0.0018674860378168627
0.0,0,hard,10.22,False,LRTF,6,None,73,19.55068493150685,19.037249129499024,0.9433789954337901,0.9809782608695652,7.883656509695291,21.51431209602955,1104,1083,8.328442307268125,0.9795719844357976,0.0017825662094508726
0.0,0,hard,10.22,False,LRTF,6,None,78,4.6438356164383565,1.9739648536291168,0.8831050228310502,0.9767441860465116,7.959435626102293,24.779541446208114,1161,1134,3.027193906306295,0.9748603351955307,0.0021243846232048068
